Frequency/GHz,real(s11),imag(s11)
18.359,0.006849448961385479,-0.0035804629932569567
18.36,0.006831395762117443,-0.0035560547434194695
18.361,0.006813260462435439,-0.0035312053531355546
18.362,0.00679505250722523,-0.0035059194602417125
18.363,0.006776781201379395,-0.0034802016973723184
18.364,0.006758455714708983,-0.003454056692351378
18.365,0.006740085086686998,-0.0034274890687476314
18.366,0.006721678231028594,-0.0034005034465711542
18.367,0.006703243940106962,-0.0033731044431172356
18.368,0.006776056302967903,-0.0037422964772830664
18.369,0.006757271742087817,-0.0037124494869480718
18.37,0.00673850764258313,-0.0036822023124259626
18.371,0.0067197723909445395,-0.003651559735960555
18.372,0.0067010742728344785,-0.0036205265468673142
18.373,0.006682421476280842,-0.0035891075430348543
18.374,0.006663822094726712,-0.0035573075325645367
18.375,0.006645284129895318,-0.00352513133544953
18.376,0.006626815494490873,-0.003492583785317624
18.377,0.006608424014748343,-0.003459669731236348
18.378,0.0065901174327740175,-0.003426394039558106
18.379,0.006571903408769925,-0.003392761595850502
18.38,0.006553789523051329,-0.0033587773067849797
18.381,0.006535783277942242,-0.003324446102144357
18.382,0.00651789209946077,-0.0032897729367925566
18.383,0.0065001233388904955,-0.0032547627926963335
18.384,0.006482484274171918,-0.0032194206809559867
18.385,0.006464982111137968,-0.0031837516438232988
18.386,0.006447623984608436,-0.003147760756771964
18.387,0.0064304169593142335,-0.0031114531304926585
18.388,0.006413368030697614,-0.003074833912958333
18.389,0.006396484125543944,-0.0030379082914208794
18.39,0.0063797721024877185,-0.003000681494423063
18.391,0.006363238752369299,-0.002963158793763007
18.392,0.006346890798449301,-0.002925345506453722
18.393,0.006330734896504597,-0.0028872469966450265
18.394,0.006314777634783553,-0.002848868677512606
18.395,0.006299025533812896,-0.002810216013090089
18.396,0.006283485046135351,-0.00277129452008823
18.397,0.006268162555847445,-0.0027321097696390573
18.398,0.006253064378101025,-0.0026926673890072805
18.399,0.006238196758414027,-0.0026529730632452175
18.4,0.006223565871928433,-0.002613032536773807
18.401,0.006209177822528861,-0.002572851614935756
18.402,0.006195038641856804,-0.0025324361654346372
18.403,0.006181154288240814,-0.002491792119763858
18.404,0.006167530645519004,-0.002450925474519111
18.405,0.0061541735217608695,-0.002409842292674824
18.406,0.006141088647914461,-0.0023685487047454268
18.407,0.0061282816763523484,-0.002327050909912892
18.408,0.006115758179349617,-0.002285355177038012
18.409,0.00610352364747177,-0.0022434678456114965
18.41,0.006091583487890934,-0.002201395326614952
18.411,0.006079943022634426,-0.0021591441032876857
18.412,0.006068607486759525,-0.002116720731825089
18.413,0.006057582026478714,-0.002074131841966309
18.414,0.006046871697201334,-0.0020313841375119435
18.415,0.006036481461544202,-0.001988484396723028
18.416,0.006026416187274591,-0.0019454394726565738
18.417,0.006016680645216543,-0.001902256293397242
18.418,0.006007279507095731,-0.0018589418621730025
18.419,0.0059982173433661135,-0.0018155032574073693
18.42,0.005989498620982164,-0.0017719476326517603
18.421,0.005981127701144784,-0.0017282822164347011
18.422,0.005973108837015073,-0.0016845143120019224
18.423,0.005965446171413813,-0.0016406512969610598
18.424,0.0059581437344742305,-0.0015967006228453928
18.425,0.005951205441307866,-0.0015526698145479911
18.426,0.00594463508963286,-0.0015085664696835865
18.427,0.005938436357388138,-0.0014643982578327053
18.428,0.00593261280036772,-0.0014201729197195478
18.429,0.005927167849820475,-0.0013758982662457342
18.43,0.005922104810054174,-0.0013315821774663728
18.431,0.005917426856069108,-0.0012872326014469193
18.432,0.005913137031148291,-0.001242857553035187
18.433,0.005909238244511145,-0.0011984651125365453
18.434,0.00590573326893,-0.001154063424278512
18.435,0.005902624738408566,-0.0011096606951097043
18.436,0.0058999151458166005,-0.0010652651927866297
18.437,0.005897606840624736,-0.0010208852442585292
18.438,0.005895702026592967,-0.0009765292338939913
18.439,0.005894202759518602,-0.000932205601585967
18.44,0.005893110945023539,-0.0008879228407842055
18.441,0.005892428336336825,-0.0008436894964380937
18.442,0.005892156532155399,-0.000799514162852788
18.443,0.005892296974506786,-0.0007554054814467859
18.444,0.005892850946671593,-0.000711372138464561
18.445,0.005893819571150566,-0.0006674228625586642
18.446,0.005895203807654847,-0.0006235664223311066
18.447,0.005897004451162133,-0.0005798116237694384
18.448,0.005899222130025167,-0.0005361673076250406
18.449,0.005901857304101199,-0.0004926423467069285
18.45,0.005904910262986368,-0.0004492456430972014
18.451,0.005908381124247193,-0.0004059861253034869
18.452,0.005912269831755489,-0.0003628727453407754
18.453,0.005916576154048954,-0.00031991447574980514
18.454,0.005921299682777138,-0.0002771203065203842
18.455,0.005926439831201773,-0.00023449924199014927
18.456,0.005931995832743148,-0.0001920602976517305
18.457,0.005937966739616614,-0.00014981249691004006
18.458,0.005944351421533385,-0.00010776486779007222
18.459,0.005951148564452405,-6.592643955632971e-5
18.46,0.005958356669406757,-2.4306239309990207e-5
18.461,0.005965974051423378,1.708671148498153e-5
18.462,0.005973998838473299,5.824340052268395e-5
18.463,0.005982428970540268,9.915482822558941e-5
18.464,0.005991262198734103,0.00013981201137491794
18.465,0.006000496084471096,0.0001802059867581085
18.466,0.006010127998774591,0.0002203278149071064
18.467,0.006020155121599769,0.000260168583825493
18.468,0.006030574441271935,0.0002997194127897229
18.469,0.006041382753989594,0.00033897145620903624
18.47,0.0060525766634077285,0.0003779159074649985
18.471,0.006064152580299034,0.0004165440028361944
18.472,0.006076106722317376,0.0004548470254348569
18.473,0.006088435113791509,0.000492816309190458
18.474,0.006101133585670498,0.0005304432428447359
18.475,0.006114197775489483,0.0005677192740026205
18.476,0.006127623127454455,0.000604635913181939
18.477,0.006141404892604042,0.0006411847379156899
18.478,0.006155538129043941,0.0006773573968439917
18.479,0.006170017702278631,0.000713145613899957
18.48,0.006184838285633203,0.0007485411924177399
18.481,0.006199994360731875,0.0007835360193534369
18.482,0.006215480218105571,0.0008181220694702951
18.483,0.006231289957846026,0.0008522914095576706
18.484,0.006247417490375003,0.0008860362026779645
18.485,0.00626385653729284,0.0009193487124060651
18.486,0.006280600632304713,0.0009522213071093966
18.487,0.006297643122255621,0.0009846464642215835
18.488,0.00631497716823394,0.0010166167745368215
18.489,0.006332595746788461,0.0010481249464991405
18.49,0.0063504916512099885,0.0010791638105538681
18.491,0.006368657492920038,0.0011097263234198795
18.492,0.006387085702960649,0.001139805572453606
18.493,0.006405768533548226,0.001169394779977656
18.494,0.006424698059751613,0.001198487307608076
18.495,0.00644386618124064,0.0012270766606308492
18.496,0.0064632646241486735,0.001255156492315307
18.497,0.00648288494301201,0.0012827206082822729
18.498,0.0065027185228322265,0.0013097629708689884
18.499,0.006522756581204797,0.001336277703458233
18.5,0.006542990170570001,0.001362259094852436
18.501,0.0065634101805657485,0.0013877016035944711
18.502,0.006584007340459386,0.0014125998623545355
18.503,0.006604772221705399,0.0014369486822283506
18.504,0.006625695240599028,0.0014607430571091096
18.505,0.006646766661024248,0.0014839781679865105
18.506,0.006667976597340711,0.0015066493872933906
18.507,0.006689315017331443,0.001528752283198459
18.508,0.006710771745308153,0.0015502826239073564
18.509,0.006732336465295502,0.0015712363819557207
18.51,0.006753998724346899,0.001591609738481048
18.511,0.00677574793596733,0.0016113990874615791
18.512,0.006797573383655248,0.001630601039977475
18.513,0.006819464224567612,0.00164921242841079
18.514,0.00684140949329487,0.0016672303106460562
18.515,0.006863398105778407,0.0016846519742361177
18.516,0.006885418863334103,0.0017014749405510343
18.517,0.006907460456804682,0.0017176969688884325
18.518,0.006929511470873062,0.0017333160605605136
18.519,0.006951560388449796,0.001748330462943093
18.52,0.006973595595254095,0.0017627386734666295
18.521,0.006995605384494896,0.0017765394436152215
18.522,0.0070175779616911405,0.0017897317828297343
18.523,0.007039501449666946,0.0018023149623947188
18.524,0.00706136389363568,0.0018142885192663771
18.525,0.007083153266491782,0.0018256522598339986
18.526,0.007104857474184045,0.0018364062636456457
18.527,0.007126464361302931,0.0018465508870369463
18.528,0.007147961716774703,0.0018560867667435088
18.529,0.007169337279728544,0.0018650148233609887
18.53,0.0071905787455217585,0.0018733362648201968
18.531,0.007211673771907096,0.0018810525896957309
18.532,0.007232609985392768,0.0018881655904813
18.533,0.0072533749877249365,0.0018946773567438402
18.534,0.007273956362554401,0.0019005902781839834
18.535,0.007294341682283961,0.0019059070475777318
18.536,0.007314518515043944,0.0019106306636261228
18.537,0.007334474431865745,0.0019147644336634517
18.538,0.007354197014022179,0.0019183119762504752
18.539,0.007373673860516822,0.0019212772236128217
18.54,0.007392892595746076,0.0019236644239642997
18.541,0.007411840877373177,0.0019254781436492119
18.542,0.007430506404304316,0.001926723269137065
18.543,0.007448876924884967,0.0019274050088739225
18.544,0.007466940245247716,0.0019275288948896185
18.545,0.0074846842378129,0.0019271007843012222
18.546,0.007502096849987899,0.0019261268605573895
18.547,0.007519166112994552,0.0019246136345091869
18.548,0.0075358801508876305,0.001922567945249476
18.549,0.007552227189702582,0.0019199969607478495
18.55,0.007568195566795083,0.0019169081782292596
18.551,0.007583773740291649,0.0019133094243159454
18.552,0.007598950298718904,0.0019092088549215597
18.553,0.0076137139707644075,0.0019046149548709451
18.554,0.007628053635153814,0.0018995365372376782
18.555,0.00764195833071557,0.0018939827424132305
18.556,0.007655417266491826,0.0018879630368518058
18.557,0.0076684198320379204,0.0018814872115369835
18.558,0.007680955607785367,0.0018745653801023887
18.559,0.0076930143755275515,0.0018672079766377803
18.56,0.00770458612898578,0.0018594257531526215
18.561,0.007715661084463504,0.001851229776672278
18.562,0.0077262296915708295,0.0018426314260107518
18.563,0.007736282644005443,0.001833642388124966
18.564,0.0077458108903845635,0.0018242746541180313
18.565,0.007754805645105445,0.0018145405148523586
18.566,0.007763258399247158,0.0018044525561371275
18.567,0.007771160931439841,0.0017940236535443632
18.568,0.007778505318771944,0.001783266966762849
18.569,0.007785283947642552,0.0017721959335809043
18.57,0.007791489524589745,0.0017608242633759368
18.571,0.007797115087046613,0.0017491659302082338
18.572,0.007802154014041829,0.001737235165458765
18.573,0.007806600036785349,0.0017250464500038684
18.574,0.007810447249160302,0.0017126145059370192
18.575,0.007813690118076255,0.00169995428785427
18.576,0.007816323493652189,0.0016870809736255123
18.577,0.007818342619259233,0.0016740099547560795
18.578,0.007819743141333602,0.0016607568262388276
18.579,0.007820521118993007,0.001647337375959344
18.58,0.007820673033406167,0.0016337675736332567
18.581,0.007820195796897356,0.0016200635592636195
18.582,0.007819086761765737,0.0016062416311551208
18.583,0.007817343728787896,0.0015923182334554448
18.584,0.007814964955410564,0.001578309943248219
18.585,0.007811949163534393,0.0015642334572032839
18.586,0.007808295546983368,0.0015501055777746298
18.587,0.007804003778495938,0.0015359431989948082
18.588,0.007799074016343166,0.0015217632918116258
18.589,0.007793506910455439,0.0015075828890661058
18.59,0.007787303608083468,0.0014934190700227404
18.591,0.007780465758954469,0.0014792889445612162
18.592,0.007772995519897186,0.0014652096369911632
18.593,0.007764895558921292,0.001451198269516625
18.594,0.007756169058726253,0.0014372719453816032
18.595,0.007746819719610998,0.001423447731700736
18.596,0.007736851761766583,0.001409742642023759
18.597,0.007726269926947388,0.0013961736186022256
18.598,0.007715079479464093,0.0013827575144677723
18.599,0.0077032862065242735,0.0013695110752573875
18.6,0.007690896417869769,0.0013564509208881803
18.601,0.0076779169447046824,0.0013435935270403598
18.602,0.00766435513791669,0.001330955206555226
18.603,0.007650218865548675,0.0013185520907099124
18.604,0.007635516509512719,0.0013064001104421408
18.605,0.007620256961578087,0.0012945149775363124
18.606,0.007604449618549003,0.0012829121658275433
18.607,0.007588104376699323,0.0012716068924317758
18.608,0.007571231625413732,0.0012606140990529674
18.609,0.007553842240037467,0.0012499484334123345
18.61,0.00753594757394116,0.0012396242308015393
18.611,0.007517559449814998,0.0012296554958418082
18.612,0.007498690150141291,0.001220055884457727
18.613,0.007479352406921241,0.0012108386861143239
18.614,0.0074595593906063296,0.001202016806337497
18.615,0.007439324698243349,0.0011936027495934587
18.616,0.007418662340909238,0.0011856086025191503
18.617,0.0073975867303389675,0.0011780460175861152
18.618,0.007376112664873341,0.0011709261971897256
18.619,0.00735425531464165,0.0011642598782488078
18.62,0.0073320302060971565,0.0011580573173023412
18.621,0.007309453205812694,0.0011523282761815024
18.622,0.007286540503672612,0.0011470820082644662
18.623,0.007263308595405554,0.001142327245361341
18.624,0.007239774264504867,0.0011380721852532472
18.625,0.007215954563599941,0.00113432447991621
18.626,0.007191866795234508,0.0011310912244783256
18.627,0.007167528492160707,0.0011283789469092864
18.628,0.007142957397141159,0.0011261935984915594
18.629,0.007118171442283966,0.0011245405450896473
18.63,0.007093188727988781,0.0011234245592375847
18.631,0.007068027501479224,0.0011228498130752274
18.632,0.007042706135038157,0.0011228198721544014
18.633,0.007017243103911469,0.0011233376901133574
18.634,0.006991656963957454,0.0011244056042607753
18.635,0.006965966329098211,0.0011260253320549973
18.636,0.006940189848556405,0.0011281979685211774
18.637,0.006914346184008102,0.0011309239845955776
18.638,0.006888453986599041,0.0011342032263990665
18.639,0.00686253187393418,0.001138034915455055
18.64,0.006836598407081174,0.001142417649862254
18.641,0.006810672067570772,0.001147349406397602
18.642,0.006784771234530085,0.0011528275435689905
18.643,0.006758914161899221,0.0011588488056020474
18.644,0.006733118955847994,0.0011654093273536226
18.645,0.006707403552397351,0.0011725046401656614
18.646,0.006681785695286019,0.0011801296785844684
18.647,0.006656282914144884,0.001188278788032543
18.648,0.006630912502997688,0.0011969457333179945
18.649,0.006605691499142696,0.001206123708023421
18.65,0.0065806366624485135,0.0012158053447388906
18.651,0.006555764455090429,0.001225982726110214
18.652,0.006531091021784813,0.0012366473966969327
18.653,0.006506632170534793,0.0012477903755922226
18.654,0.0064824033539325615,0.0012594021698015545
18.655,0.00645841965104367,0.0012714727883304522
18.656,0.006434695749901381,0.0012839917569640313
18.657,0.0064112459306614605,0.0012969481337346822
18.658,0.006388084049390522,0.0013103305249622943
18.659,0.006365223522573085,0.0013241271019467649
18.66,0.0063426773123206465,0.001338325618181424
18.661,0.006320457912340219,0.0013529134271327847
18.662,0.0062985773345999585,0.0013678775004689059
18.663,0.0062770470968324665,0.0013832044467718407
18.664,0.006255878210778804,0.0013988805306762997
18.665,0.006235081171245299,0.0014148916923661659
18.666,0.0062146659459686865,0.0014312235674474594
18.667,0.006194641966304856,0.0014478615071013279
18.668,0.006175018118736261,0.001464790598536242
18.669,0.006155802737208754,0.001481995685657711
18.67,0.0061370035963217925,0.0014994613899595999
18.671,0.006118627905330347,0.0015171721315354603
18.672,0.006100682302999809,0.0015351121502784892
18.673,0.0060831728532969795,0.0015532655271130735
18.674,0.006066105041917277,0.0015716162053185379
18.675,0.006049483773617276,0.001590148011854614
18.676,0.006033313370396608,0.0016088446787022592
18.677,0.006017597570485381,0.0016276898641161275
18.678,0.006002339528129667,0.0016466671738354366
18.679,0.005987541814190596,0.0016657601821650214
18.68,0.005973206417487893,0.0016849524529296556
18.681,0.005959334746973192,0.0017042275602462409
18.682,0.005945927634612377,0.0017235691090997374
18.683,0.005932985339025554,0.001742960755711842
18.684,0.005920507549863695,0.0017623862276158753
18.685,0.005908493392884609,0.0017818293435064025
18.686,0.005896941435712424,0.001801274032734057
18.687,0.005885849694313049,0.0018207043545139245
18.688,0.005875215640068392,0.0018401045167662777
18.689,0.00586503620752915,0.0018594588945827217
18.69,0.005855307802771015,0.0018787520483381503
18.691,0.005846026312344314,0.0018979687413306356
18.692,0.005837187112807623,0.0019170939570767875
18.693,0.005828785080805893,0.0019361129160829493
18.694,0.005820814603696486,0.0019550110922108566
18.695,0.0058132695906682845,0.0019737742285676763
18.696,0.00580614348437199,0.001992388352877794
18.697,0.005799429273004,0.0020108397923888077
18.698,0.005793119502842437,0.0020291151882514125
18.699,0.0057872062912061525,0.002047201509366381
18.7,0.005781681339822334,0.0020650860657407955
18.701,0.005776535948566773,0.0020827565212579446
18.702,0.0057717610295686395,0.002100200905932381
18.703,0.005767347121651001,0.002117407627590273
18.704,0.005763284405094986,0.002134365483010686
18.705,0.0057595627166807245,0.002151063668473119
18.706,0.00575617156502152,0.0021674917897691603
18.707,0.005753100146145128,0.0021836398716051086
18.708,0.003906426785529979,0.005819378958329097
18.709,0.003906472597918556,0.005836450098568008
18.71,0.003906835849635457,0.005853204723111127
18.711,0.003907504598308145,0.0058696339400824415
18.712,0.003908466655787493,0.00588572931576703
18.713,0.003909709604871553,0.005901482880826925
18.714,0.003911220816165739,0.005916887135925281
18.715,0.0039129874650223745,0.005931935056747911
18.716,0.0039149965485788946,0.0059466200984612805
18.717,0.0039172349028357145,0.005960936199554234
18.718,0.003919689219789607,0.0059748777851333645
18.719,0.003922346064586135,0.005988439769622433
18.72,0.003925191892666505,0.006001617558875794
18.721,0.003928213066931849,0.006014407051741305
18.722,0.003931395874839955,0.006026804641030337
18.723,0.003934726545493844,0.006038807213948977
18.724,0.003938191266637539,0.006050412151948958
18.725,0.003941776201586575,0.006061617330022917
18.726,0.003945467506080769,0.00607242111548556
18.727,0.003949251344985,0.006082822366140467
18.728,0.00395311390889759,0.006092820427987783
18.729,0.00395704143060599,0.006102415132339528
18.73,0.003961020201393078,0.00611160679244524
18.731,0.003965036587146115,0.006120396199566752
18.732,0.003969077044310487,0.00612878461858421
18.733,0.003973128135625975,0.006136773783045973
18.734,0.003977176545637617,0.0061443658897606945
18.735,0.003981209096003524,0.006151563592892734
18.736,0.003985212760525575,0.006158369997549956
18.737,0.003989174679954327,0.006164788652937403
18.738,0.003993082176490775,0.006170823545029347
18.739,0.0039969227680320685,0.006176479088779718
18.74,0.0040006841820922345,0.006181760119899377
18.741,0.004004354369429447,0.006186671886202644
18.742,0.004007921517349494,0.0061912200385071114
18.743,0.004011374062655337,0.006195410621153946
18.744,0.004014700704272012,0.0061992500620862145
18.745,0.004017890415483616,0.006202745162576934
18.746,0.004020932455820303,0.006205903086537706
18.747,0.004023816382547674,0.006208731349490515
18.748,0.004026532061761151,0.0062112378071559615
18.749,0.004029069679088976,0.006213430643730478
18.75,0.004031419749943338,0.006215318359809541
18.751,0.004033573129383683,0.006216909759996475
18.752,0.004035521021516247,0.006218213940219125
18.753,0.004037254988454003,0.0062192402747549835
18.754,0.004038766958815693,0.00621999840297735
18.755,0.00404004923576648,0.0062204982158448885
18.756,0.004041094504581788,0.006220749842151874
18.757,0.004041895839723364,0.006220763634546017
18.758,0.004042446711425257,0.006220550155328963
18.759,0.004042740991801852,0.00622012016207571
18.76,0.004042772960415275,0.0062194845930641784
18.761,0.00404253730937798,0.006218654552538921
18.762,0.004042029147897974,0.006217641295843623
18.763,0.004041244006336792,0.006216456214409416
18.764,0.004040177839717635,0.006215110820646366
18.765,0.004038827030718478,0.00621361673273832
18.766,0.004037188392132796,0.00621198565936365
18.767,0.004035259168795852,0.006210229384351729
18.768,0.004033037038961296,0.006208359751327622
18.769,0.004030520115154146,0.006206388648310343
18.77,0.004027706944484982,0.00620432799233471
18.771,0.004024596508417605,0.006202189714065054
18.772,0.004021188221994376,0.006199985742486924
18.773,0.0040174819325482225,0.00619772798962355
18.774,0.004013477917848757,0.006195428335342548
18.775,0.004009176883741916,0.006193098612265177
18.776,0.004004579961246563,0.00619075059077652
18.777,0.003999688703135079,0.006188395964167606
18.778,0.003994505079984001,0.006186046333975931
18.779,0.003989031475747223,0.006183713195420423
18.78,0.003983270682750756,0.006181407923096474
18.781,0.003977225896271558,0.006179141756852247
18.782,0.00397090070857592,0.006176925787880705
18.783,0.003964299102479363,0.006174770945085603
18.784,0.003957425444441914,0.0061726879816832725
18.785,0.003950284477207688,0.006170687462106431
18.786,0.003942881311980062,0.0061687797491834645
18.787,0.003935221420158674,0.006166974991656721
18.788,0.0039273106246499045,0.006165283112005676
18.789,0.0039191550907689,0.006163713794631424
18.79,0.0039107613167315425,0.0061622764743944555
18.791,0.0039021361237560614,0.006160980325531737
18.792,0.0038932866458057658,0.006159834250954885
18.793,0.0038842203189613234,0.006158846871964892
18.794,0.0038749448704623324,0.006158026518359491
18.795,0.0038654683074135776,0.006157381218984716
18.796,0.0038557989051818398,0.0061569186927268454
18.797,0.003845945195524919,0.00615664633993971
18.798,0.003835915954413932,0.00615657123433349
18.799,0.0038257201896338133,0.006156700115351979
18.8,0.0038153671281146717,0.006157039380988258
18.801,0.003804866203070939,0.0061575950811296395
18.802,0.0037942270409350165,0.006158372911344048
18.803,0.0037834594481118144,0.006159378207229001
18.804,0.0037725733975660647,0.006160615939185581
18.805,0.003761579015284261,0.0061620907077669825
18.806,0.003750486566605926,0.006163806739495247
18.807,0.003739306442456264,0.006165767883210876
18.808,0.0037280491455090603,0.0061679776069409826
18.809,0.0037167252762873304,0.006170438995262276
18.81,0.0037053455192005147,0.006173154747206148
18.811,0.0036939206286001613,0.006176127174662216
18.812,0.003682461414816457,0.0061793582013114565
18.813,0.0036709787302183217,0.0061828493620626895
18.814,0.003659483455295459,0.006186601802990287
18.815,0.0036479864848440458,0.006190616281803589
18.816,0.003636498714183062,0.006194893168782958
18.817,0.0036250310254960227,0.006199432448254435
18.818,0.003613594274285842,0.006204233720509992
18.819,0.003602199275948764,0.006209296204228044
18.82,0.0035908567925227453,0.006214618739396969
18.821,0.003579577519588484,0.00622019979065069
18.822,0.0035683720733559465,0.006226037451104387
18.823,0.0035572509779707717,0.00623212944662211
18.824,0.0035462246530313657,0.006238473140528708
18.825,0.003535303401323242,0.006245065538737181
18.826,0.0035244973968257265,0.006251903295299864
18.827,0.00351381667296935,0.006258982718363407
18.828,0.003503271111195666,0.006266299776515806
18.829,0.003492870429759126,0.006273850105496782
18.83,0.0034826241728695417,0.006281629015292875
18.831,0.003472541700149573,0.0062896314975767476
18.832,0.0034626321764055223,0.006297852233464546
18.833,0.0034529045617256726,0.0063062856016230795
18.834,0.0034433676019569037,0.006314925686665987
18.835,0.003434029819502221,0.006323766287836652
18.836,0.003424899504511081,0.006332800927991891
18.837,0.0034159847064134663,0.006342022862817348
18.838,0.003407293225867497,0.006351425090298568
18.839,0.0033988326070636676,0.006361000360428096
18.84,0.003390610130421301,0.0063707411851094825
18.841,0.003382632805709912,0.006380639848278538
18.842,0.00337490736553403,0.006390688416165691
18.843,0.003367440259253396,0.00640087874778103
18.844,0.003360237647273473,0.006411202505474375
18.845,0.003353305395795536,0.006421651165691752
18.846,0.0033466490719245012,0.006432216029805635
18.847,0.003340273939232752,0.006442888235058425
18.848,0.0033341849536948076,0.006453658765583778
18.849,0.0033283867600672756,0.006464518463487334
18.85,0.0033228836886649293,0.006475458040018686
18.851,0.0033176797525394652,0.006486468086699934
18.852,0.003312778645075426,0.006497539086569221
18.853,0.0033081837379865253,0.006508661425338097
18.854,0.0033038980797021056,0.006519825402621693
18.855,0.0032999243941719825,0.006531021243077445
18.856,0.0032962650800363313,0.00654223910754595
18.857,0.0032929222102050792,0.00655346910413801
18.858,0.0032898975318000345,0.006564701299219655
18.859,0.003287192466493366,0.006575925728375398
18.86,0.003284808111191362,0.006587132407233215
18.861,0.003282745239104906,0.006598311342204455
18.862,0.0032810043011531342,0.006609452541117167
18.863,0.003279585427740428,0.006620546023701934
18.864,0.0032784884308318107,0.006631581831947647
18.865,0.0032777128064239436,0.006642550040330625
18.866,0.0032772577372667255,0.006653440765840651
18.867,0.003277122095967644,0.006664244177879919
18.868,0.003277304448348173,0.006674950507956634
18.869,0.003277803057130907,0.006685550059206707
18.87,0.0032786158858967573,0.0066960332157171565
18.871,0.00327974060332889,0.00670639045163382
18.872,0.0032811745877117104,0.006716612340070871
18.873,0.0032829149317077366,0.006726689561810439
18.874,0.0032849584473614024,0.006736612913748247
18.875,0.0032873016713567405,0.006746373317135179
18.876,0.0032899408704768207,0.006755961825575196
18.877,0.0032928720473303086,0.00676536963276772
18.878,0.003296090946210639,0.00677458808002343
18.879,0.0032995930592244482,0.006783608663518043
18.88,0.003303373632548595,0.00679242304129124
18.881,0.003307427672906177,0.006801023039983034
18.882,0.0033117499541595874,0.006809400661313247
18.883,0.0033163350241088296,0.006817548088308034
18.884,0.0033211772113906357,0.0068254576912278875
18.885,0.0033262706325338787,0.0068331220332657205
18.886,0.0033316091991222596,0.006840533875934474
18.887,0.0033371866250807847,0.006847686184219548
18.888,0.0033429964340658536,0.006854572131434006
18.889,0.0033490319669412516,0.006861185103817086
18.89,0.0033552863893222817,0.006867518704837872
18.891,0.0033617526992240215,0.006873566759266259
18.892,0.0033684237347506585,0.006879323316915903
18.893,0.0033752921818334114,0.006884782656175592
18.894,0.003382350582039173,0.00688993928722384
18.895,0.0033895913403720335,0.00689478795499901
18.896,0.0033970067331486747,0.0068993236418992965
18.897,0.003404588915848189,0.006903541570217414
18.898,0.003412329931006486,0.006907437204313388
18.899,0.003420221716068983,0.006911006252524499
18.9,0.0034282561112850968,0.0069142446688155446
18.901,0.0034364248675428782,0.006917148654201205
18.902,0.0034447196542024827,0.0069197146578789115
18.903,0.003453132066899539,0.006921939378151276
18.904,0.0034616536352897465,0.006923819763074518
18.905,0.0034702758307692677,0.006925353010892005
18.906,0.003478990074129447,0.006926536570229236
